title,location,price,bedroom,bathroom,area,year_contruction,maintenance,housing_type,operation_type,date_pub,url
Apartamento en alquiler en Ur. La Arequipeña,"Ur. La Arequipeña, Pueblo Libre, Lima, Lima ","S/.1,500",2 dormitorios,1 baño,85 m²,,,Apartamento,Alquiler,"Hace 3 semanas, 5 horas - Publicado por Ikasa Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-eaf4-b40003323fae-f986b9eb-a2bb-4dc8
Apartamento en alquiler en Ur. San Ignacio,"Ur. San Ignacio, Barranco, Lima, Lima ",USD770,1 dormitorio,1 baño,45 m²,2022,,Apartamento,Alquiler,"Hace 2 semanas, 1 día - Publicado por Dominio Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-8a56-2a3ee9d4f543-1623684-a8aa-483b
Apartamento en alquiler en Comas,"Comas, Lima, Lima ","S/.1,500",3 dormitorios,2 baños,102 m²,2022,S/.120,Apartamento,Alquiler,"Hace 3 semanas, 23 horas - Publicado por RAIZ INMOBILIARIA & MARKETING S.A.C.",https://www.properati.com.pe/detalle/14032-32-cdd5-4fb23686def2-fd3fe0d0-bb17-120d
Apartamento en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ","S/.2,700",3 dormitorios,4 baños,100 m²,2013,S/.290,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por JM HOME INMOBILIARIA",https://www.properati.com.pe/detalle/14032-32-34ed-ca047eaa1fe1-f799dd67-a269-4814
Apartamento en alquiler en Ur. El Suta,"Ur. El Suta, Pueblo Libre, Lima, Lima ","S/.2,000",2 dormitorios,2 baños,75 m²,2001,,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por Arias Propiedades",https://www.properati.com.pe/detalle/14032-32-a3e0-91d58aaa6e9d-f796a130-b3c8-4133
Apartamento en alquiler en Ur. San Miguel,"Ur. San Miguel, San Miguel, Lima, Lima ","S/.1,350",2 dormitorios,1 baño,86 m²,2010,S/.50,Apartamento,Alquiler,27 nov. 2022 - Publicado por Encontré tu Hogar,https://www.properati.com.pe/detalle/14032-32-6e35-199e778ba6e5-f8389640-a96f-120d
Apartamento en alquiler en Ur. Risso,"Ur. Risso, San Isidro, Lima, Lima ","S/.4,000",2 dormitorios,2 baños,130 m²,2023,,Apartamento,Alquiler,"Hace 3 semanas, 1 hora - Publicado por Arias Propiedades",https://www.properati.com.pe/detalle/14032-32-32c5-b8f748a7b1d7-f3a29f6a-b748-4d54
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Magdalena del Mar, Lima, Lima ","S/.3,400",2 dormitorios,2 baños,120 m²,2023,,Apartamento,Alquiler,28 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-b24c-a8355bfa8a7f-f36779ce-aad1-4329
Apartamento en alquiler en Ur. Pablo Canepa,"Ur. Pablo Canepa, La Molina, Lima, Lima ","S/.2,600",3 dormitorios,2 baños,120 m²,2006,,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Arias Propiedades",https://www.properati.com.pe/detalle/14032-32-917a-d93a410dc685-ef7574be-a892-414e
Apartamento en alquiler en Ur. Las Magnolias,"Ur. Las Magnolias, Santiago de Surco, Lima, Lima ","S/.4,500",3 dormitorios,3 baños,165 m²,2016,,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por Arias Propiedades",https://www.properati.com.pe/detalle/14032-32-e357-69d2e0831071-f042345b-ad52-448c
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ","USD1,100",2 dormitorios,3 baños,96 m²,2012,S/.360,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por Boris Bobbio Stihl",https://www.properati.com.pe/detalle/14032-32-fed8-4be139a4a881-ec0ac8cc-b7a4-48a0
Apartamento en alquiler en Barranco,"Barranco, Lima, Lima ","S/.3,000",2 dormitorios,1 baño,90 m²,,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-e97d-ef8b952c17cf-ee337b2c-bda5-44cd
Apartamento en alquiler en Ur. Juan Xxiii,"Ur. Juan Xxiii, San Borja, Lima, Lima ","S/.2,000",1 dormitorio,1 baño,75 m²,2015,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-d620-b4c86092404-eb9585f5-ad8c-4d1d
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ","S/.3,100",3 dormitorios,2 baños,136 m²,,,Apartamento,Alquiler,28 mar. 2023 - Publicado por Century 21 Ambassador,https://www.properati.com.pe/detalle/14032-32-a5a1-1f39fab0a12a-e62aa584-861f-3e84
Apartamento en alquiler en Ur. Pando Etapa Ii,"Ur. Pando Etapa Ii, San Miguel, Lima, Lima ",USD320,1 dormitorio,1 baño,110 m²,,S/.120,Apartamento,Alquiler,"Hace 3 semanas, 23 horas - Publicado por Galls Bienes Raices",https://www.properati.com.pe/detalle/14032-32-8dd4-5cb00285a9f9-e62417df-b170-4427
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD3,000",3 dormitorios,3 baños,225 m²,2022,S/.950,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por SANDRA USQUIANO",https://www.properati.com.pe/detalle/14032-32-1f6e-ed183900e498-f0de90ce-8bf2-4f6e
Apartamento en alquiler en Ur. Humboldt,"Ur. Humboldt, Miraflores, Lima, Lima ","S/.1,400",1 dormitorio,1 baño,50 m²,,,Apartamento,Alquiler,"Hace 3 semanas, 5 horas - Publicado por Ikasa Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-3e3c-c6a694aadad2-e55b750d-a4ad-4996
Apartamento en alquiler en Ur. San Ignacio,"Ur. San Ignacio, Barranco, Lima, Lima ","S/.2,200",1 dormitorio,2 baños,50 m²,2015,,Apartamento,Alquiler,28 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-d0bd-2c025aef92b7-d8d49087-92c6-4bd4
Apartamento en alquiler en Ah. Jesus Oropeza Chonta,"Ah. Jesus Oropeza Chonta, San Juan de Lurigancho, Lima, Lima ","S/.2,000",2 dormitorios,1 baño,55 m²,2023,,Apartamento,Alquiler,27 mar. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-ea9a-ec35343ae96f-cfc89770-ab23-4ef9
Apartamento en alquiler en Up. Tahuantinsuyo Etapa I,"Up. Tahuantinsuyo Etapa I, Independencia, Lima, Lima ","S/.1,050",1 dormitorio,1 baño,80 m²,2016,S/.1,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por IRIS JOYA - PROPIEDADES",https://www.properati.com.pe/detalle/14032-32-77b-790838d9985b-e272103d-a2ad-42b1
Apartamento en alquiler en Ur. San Damian,"Ur. San Damian, San Isidro, Lima, Lima ","S/.3,000",2 dormitorios,2 baños,75 m²,2006,,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por Arias Propiedades",https://www.properati.com.pe/detalle/14032-32-770-9057ef03e1d2-de48a2b2-b3ce-4f01
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.1,500",2 dormitorios,2 baños,60 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Arias Propiedades",https://www.properati.com.pe/detalle/14032-32-110e-98d891e8f6a8-cdd48d02-9e3c-41a9
Apartamento en alquiler en Ur. Risso,"Ur. Risso, San Isidro, Lima, Lima ","S/.3,000",3 dormitorios,2 baños,110 m²,2011,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-bc2c-27fcb6cbac95-cbbf27b0-8027-4270
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ","S/.2,000",3 dormitorios,2 baños,100 m²,2017,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-d112-23c6e3db1a68-c9e24ce1-8464-4756
Apartamento en alquiler en Ur. La Viña,"Ur. La Viña, San Luis, Lima, Lima ","S/.1,400",2 dormitorios,1 baño,90 m²,,,Apartamento,Alquiler,Hace 3 semanas - Publicado por Ikasa Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-26b-ed439bbaa045-c99f4db6-96e5-47f5
Apartamento en alquiler en Sd. S/N,"Sd. S/N, Pueblo Libre, Lima, Lima ","S/.2,700",3 dormitorios,3 baños,100 m²,2008,,Apartamento,Alquiler,"Hace 3 semanas, 1 hora - Publicado por Arias Propiedades",https://www.properati.com.pe/detalle/14032-32-1524-e92756b0e3f-c4588d94-bffe-4aee
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD2,500",3 dormitorios,2 baños,158 m²,2014,"S/.1,000",Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Verónica Arosemena",https://www.properati.com.pe/detalle/14032-32-1379-8cc36064c339-c803db59-afd9-4d66
Apartamento en alquiler en Ur. Risso,"Ur. Risso, San Isidro, Lima, Lima ","S/.3,000",3 dormitorios,3 baños,99 m²,2015,S/.400,Apartamento,Alquiler,"Hace 3 semanas, 4 horas - Publicado por LOGRA Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-f36c-c7d962cf0c38-c5de7593-a00e-496a
Apartamento en alquiler en Ur. Maranga Etapa Iii,"Ur. Maranga Etapa Iii, San Miguel, Lima, Lima ","S/.1,400",2 dormitorios,1 baño,62 m²,,,Apartamento,Alquiler,Hace 3 semanas - Publicado por Ikasa Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-3aa1-5368b0acbf3e-dbcd6e19-bdcd-4b35
Apartamento en alquiler en Carabayllo,"Carabayllo, Lima, Lima ",S/.600,2 dormitorios,1 baño,65 m²,2022,,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-7323-7128994db1bf-bf56fdef-8afa-4dfb
Apartamento en alquiler en Miraflores,"Miraflores, Lima, Lima ","S/.2,600",2 dormitorios,2 baños,100 m²,2015,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-4f01-631d281a2f33-b0955520-8b2d-4540
Apartamento en alquiler en Urb Cercado de Miraflores,"Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ","USD1,400",2 dormitorios,2 baños,111 m²,2005,,Apartamento,Alquiler,26 feb. 2022 - Publicado por Inmoba Peru SAC,https://www.properati.com.pe/detalle/14032-32-2533-df88700c81f6-b4d70ba3-ba7a-40c7
Apartamento en alquiler en Ur. Club Golf De Los Incas,"Ur. Club Golf De Los Incas, Santiago de Surco, Lima, Lima ","USD1,200",3 dormitorios,3 baños,120 m²,2010,,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por REMAX FUTURA",https://www.properati.com.pe/detalle/14032-32-c807-73fa95acd097-ad853337-8b05-4cf4
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ","S/.2,200",1 dormitorio,1 baño,45 m²,2002,S/.150,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Remax Inmuebles",https://www.properati.com.pe/detalle/14032-32-a84e-e69a3681355c-ae4ac21f-9cdf-402c
Apartamento en alquiler en Ah. Totorita,"Ah. Totorita, Rimac, Lima, Lima ","S/.1,450",2 dormitorios,1 baño,59 m²,2023,,Apartamento,Alquiler,"Hace 3 semanas, 4 horas - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-6281-e5c1c15661d4-ac32805e-b3b2-4490
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.3,000",3 dormitorios,2 baños,97 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por REMAX CENTENARIO",https://www.properati.com.pe/detalle/14032-32-2c5b-864d8b812df-abcc05df-a065-42a3
Apartamento en alquiler en Ur. Prolongacion Benavides,"Ur. Prolongacion Benavides, Santiago de Surco, Lima, Lima ","S/.1,400",2 dormitorios,1 baño,70 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Ikasa Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-a51b-d7557f267547-a84c9818-b5b4-4b53
Apartamento en alquiler en Ur. Santa Rosa De Surco,"Ur. Santa Rosa De Surco, Santiago de Surco, Lima, Lima ","USD1,200",2 dormitorios,2 baños,82 m²,2021,S/.1,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por REMAX FUTURA",https://www.properati.com.pe/detalle/14032-32-997b-1556dfb6c36d-a70b43bb-94c7-4f88
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.1,500",2 dormitorios,1 baño,60 m²,2006,,Apartamento,Alquiler,28 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-d88c-557bcf407478-aaf9246f-8048-4e57
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ","S/.3,000",2 dormitorios,2 baños,90 m²,2019,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-8c3f-939f50a6351b-a83333a9-8e49-41a0
Apartamento en alquiler en Ur. Santa Cruz,"Ur. Santa Cruz, Miraflores, Lima, Lima ","USD2,000",3 dormitorios,3 baños,180 m²,2014,S/.780,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por JORGE ERNESTO SALAS GONZALES",https://www.properati.com.pe/detalle/14032-32-3d1f-5ec917d4cf86-9e894cfd-b066-4cd5
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ","S/.2,700",3 dormitorios,2 baños,75 m²,2023,S/.180,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por REMAX FUTURA",https://www.properati.com.pe/detalle/14032-32-332d-f32acdf1ff8c-9ec4def0-8180-45e7
Apartamento en alquiler en Ur. Isla Verde,"Ur. Isla Verde, Jesús María, Lima, Lima ","S/.2,200",1 dormitorio,2 baños,65 m²,2023,,Apartamento,Alquiler,"Hace 3 semanas, 22 horas - Publicado por RE/MAX Realty Group",https://www.properati.com.pe/detalle/14032-32-ff31-1b26bc0d424-a5e03cc9-ad37-485a
Apartamento en alquiler en La Molina,"La Molina, Lima, Lima ","S/.2,600",3 dormitorios,4 baños,120 m²,2018,,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Arias Propiedades",https://www.properati.com.pe/detalle/14032-32-8a27-11209b1f5178-95702ba2-af5d-4cdb
Apartamento en alquiler en San Miguel,"San Miguel, Lima, Lima ","S/.1,000",1 dormitorio,1 baño,40 m²,,,Apartamento,Alquiler,Hace 3 semanas - Publicado por Ikasa Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-bede-cbed290f5c26-995139cf-8fbf-4f89
Apartamento en alquiler en Casuarinas Sur,"Casuarinas Sur, Provincia de Lima, Provincia de Lima ",USD800,3 dormitorios,3 baños,150 m²,2015,S/.600,Apartamento,Alquiler,3 ago. 2022 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-d810-40dbaf3e8f4e-982c39a8-9332-484f
Apartamento en alquiler en Sd. S/N,"Sd. S/N, Puente Piedra, Lima, Lima ",S/.700,3 dormitorios,1 baño,58 m²,2021,,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por Remax Integrity",https://www.properati.com.pe/detalle/14032-32-977f-7a4ada1c9871-93d946dc-bce0-4a27
Apartamento en alquiler en Ur. Santa Teresa,"Ur. Santa Teresa, Santiago de Surco, Lima, Lima ","USD1,000",3 dormitorios,3 baños,140 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por J&P Boutique Inmobiliaria Perú",https://www.properati.com.pe/detalle/14032-32-f330-23a816ecade6-9343cf9f-9c68-4beb
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ","S/.2,900",2 dormitorios,3 baños,93 m²,2028,S/.550,Apartamento,Alquiler,"Hace 3 semanas, 7 horas - Publicado por PREMIUM B R",https://www.properati.com.pe/detalle/14032-32-d329-d2bbf9c8f8a1-8f28ff42-b27a-458b
Apartamento en alquiler en Ur. Santa Ines,"Ur. Santa Ines, San Isidro, Lima, Lima ","S/.4,000",2 dormitorios,2 baños,130 m²,2001,,Apartamento,Alquiler,28 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-c38d-5e3fd920725c-9232a84e-b1b3-41a9
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ","S/.3,000",2 dormitorios,3 baños,90 m²,2022,,Apartamento,Alquiler,"Hace 3 semanas, 4 horas - Publicado por Arias Propiedades",https://www.properati.com.pe/detalle/14032-32-7e9c-c4036f53c9b1-8da4b68f-b714-466e
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ","USD1,600",2 dormitorios,3 baños,179 m²,2015,S/.650,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por Andrea Piazzon",https://www.properati.com.pe/detalle/14032-32-9654-d0a211e8f905-8dc6ec6a-91f5-4f48
Apartamento en alquiler en Ur. Santo Tomas,"Ur. Santo Tomas, San Borja, Lima, Lima ","S/.3,100",3 dormitorios,3 baños,120 m²,2023,,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Arias Propiedades",https://www.properati.com.pe/detalle/14032-32-6b81-9dd1eaa79c2d-8314a0a3-8193-475a
Apartamento en alquiler en Sd. Parque Zonal Tupac Amaru,"Sd. Parque Zonal Tupac Amaru, San Luis, Lima, Lima ",S/.950,1 dormitorio,1 baño,45 m²,,,Apartamento,Alquiler,Hace 3 semanas - Publicado por Ikasa Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-9dc2-57fc1f53634e-84dadef2-a410-4610
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ","S/.1,700",1 dormitorio,1 baño,40 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por GG BIENES RAICES",https://www.properati.com.pe/detalle/14032-32-8a7c-1c11ba48cc18-81dd7f90-89f5-44fe
Apartamento en alquiler en Ur. Chacarilla Del Estanque,"Ur. Chacarilla Del Estanque, Santiago de Surco, Lima, Lima ","S/.2,300",2 dormitorios,2 baños,50 m²,2022,S/.250,Apartamento,Alquiler,"Hace 2 semanas, 4 días - Publicado por CASA VIP-CARLA ROSEMBERG",https://www.properati.com.pe/detalle/14032-32-d0c8-57679cfca873-81eb0680-a810-120d
Apartamento en alquiler en Santiago de Surco,"Santiago de Surco, Lima, Lima ","S/.1,750",3 dormitorios,2 baños,105 m²,2002,,Apartamento,Alquiler,9 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-8834-b43eeacf96f0-7fee4bab-a35c-4cf6
Apartamento en alquiler en Ur. Maranga Etapa Iv,"Ur. Maranga Etapa Iv, San Miguel, Lima, Lima ","S/.1,500",2 dormitorios,2 baños,75 m²,2008,,Apartamento,Alquiler,27 mar. 2023 - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-ac4e-ccd8558f74fe-790dce4b-8f72-4d13
"Apartamento en alquiler en Ur. Las Brisas (Avep, Asincoop)","Ur. Las Brisas (Avep, Asincoop), Lima, Lima, Lima ","S/.1,500",1 dormitorio,1 baño,60 m²,2018,,Apartamento,Alquiler,Hace 3 semanas - Publicado por Arias Propiedades,https://www.properati.com.pe/detalle/14032-32-fd1-a353b6738471-78c863e8-8856-42a4
Apartamento en alquiler en Ur. S/N,"Ur. S/N, Lince, Lima, Lima ","S/.1,800",2 dormitorios,1 baño,65 m²,2020,S/.1,Apartamento,Alquiler,"Hace 2 semanas, 6 días - Publicado por Piero ñopo Echevarría",https://www.properati.com.pe/detalle/14032-32-551b-37dc49682ef8-778e8f6c-aace-4125
Apartamento en alquiler en As. Los Nogales,"As. Los Nogales, Los Olivos, Lima, Lima ","S/.1,500",4 dormitorios,2 baños,130 m²,,,Apartamento,Alquiler,"Hace 2 semanas, 5 días - Publicado por RealWasi Inmobiliaria",https://www.properati.com.pe/detalle/14032-32-d002-e13afee4e7fa-788230d0-9eba-120d
Apartamento en alquiler en Ate,"Ate, Lima, Lima ","S/.2,500",3 dormitorios,3 baños,115 m²,2023,,Apartamento,Alquiler,27 mar. 2023 - Publicado por REMAX FAMILY,https://www.properati.com.pe/detalle/14032-32-8a1c-c83b70bafd2c-7728ac65-860b-4983
